<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"California","37.25022","-119.75126","Widespread","-","Introduced","-","-","Jepson Flora Project (2012); GBIF (2012); Lovich (2000)","Sacramento Valley,  San Francisco Bay, south to Baja along coast, San Joaquin Valley"
"Colorado","39.00027","-105.50083","Present","-","Introduced","-","Invasive","USDA-NRCS (2012); GBIF (2012)","-"
"Florida","28.75054","-82.5001","Present","-","Introduced","-","-","Wunderlin and Hansen (2008)","Southeastern counties"
"Hawaii","20.75028","-156.50028","Widespread","-","Introduced","-","-","GBIF (2012); Wagner et al. (2005)","Honolulu, Hawaii. Presumed eradicated from Maui and Kauai"
"Louisiana","31.00047","-92.0004","Present","-","Introduced","-","-","USDA-NRCS (2012)","-"
"New Mexico","34.50034","-106.00085","Present","-","Introduced","-","-","GBIF (2012)","Rio Grande Bosque, Sandoval"
"Oregon","44.00013","-120.50139","Present","-","Introduced","-","-","PIER (2012)","-"
"Tennessee","35.75035","-86.25027","Present","-","Introduced","-","-","University of Tennessee Herbarium (2012)","-"
"Australia","-25","135","Present","-","-","-","-","-","Present based on regional distribution."
"State of New South Wales","-33","146","Widespread","-","Introduced","-","Invasive","Csurhes and Edwards (1998); Florabase (2012); GBIF (2012)","-"
"State of Queensland","-20","145","Present","-","Introduced","-","-","GBIF (2012); Florabase (2012)","Brisbane, Townsville, Port Curtis"
"State of South Australia","-30","135","Present","-","Introduced","-","-","USDA-ARS (2012); GBIF (2012)","Eyre Peninsula"
"State of Victoria","-37","145","Present","-","Introduced","-","-","GBIF (2012); USDA-ARS (2012)","-"
"State of Western Australia","-25","122","Present","-","Introduced","-","-","GBIF (2012); Florabase (2012)","Geraldton, Kimberleys, Red Hill, Wittecara Creek Reserve, John Forest National Park, Kwinana, Gosnells"
"Fiji","-18","178","Present","-","Introduced","-","-","USDA-ARS (2012)","-"
"French Polynesia","-15","-140","Present","-","Introduced","-","No","PIER (2012)","Cultivated on Hiva Oa, Raiatea, Tahiti, Rurutu"
"Guam","13.481","144.7315","Present","-","Introduced","-","-","PIER (2012)","-"
"New Caledonia","-21.5","165.5","Widespread","-","Introduced","-","Invasive","PIER (2012)","-"
"New Zealand","-42","174","Present","-","Introduced","-","-","GBIF (2012); Edgar and Connor (2000)","Christchurch, Wanganui, Hamilton, North Island, Auckland, Western Northland Ecological Region, Waikato Ecological Region, Bay of Islands"
"Palau","7.503","134.621","Present","-","Introduced","-","No","PIER (2012)","Cultivated"
"Venezuela","8","-66","Present","-","Introduced","-","No","GBIF (2012)","Not certain if planted or naturalized in Maracay, Caracas and Muaco"
