<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"Pennsylvania","40.27245","-76.90567","Widespread","-","Native","-","-","Godfrey and Wooten (1997)","-"
"Rhode Island","41.75038","-71.49978","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"South Carolina","34.00043","-81.00009","Widespread","-","-","-","-","Westerdahl and Getsinger (1988)","-"
"South Dakota","44.50026","-100.25069","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"Tennessee","35.75035","-86.25027","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"Texas","31.25044","-99.25061","Widespread","-","-","-","-","Westerdahl and Getsinger (1988)","-"
"Utah","39.25024","-111.75103","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"Vermont","44.00034","-72.74983","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"Virginia","37.54812","-77.44675","Widespread","-","Native","-","-","Godfrey and Wooten (1997)","-"
"Washington","47.50012","-120.50147","Widespread","-","Native","-","-","Wood (1990)","-"
"West Virginia","38.50038","-80.50009","Widespread","-","Native","-","-","Godfrey and Wooten (1997)","-"
"Wisconsin","44.50024","-90.00041","Widespread","-","Native","-","-","Simsiman (1974)","-"
"Wyoming","43.00024","-107.5009","Widespread","-","Native","-","-","Westerdahl and Getsinger (1988)","-"
"Australia","-25","135","Widespread","-","Introduced","-","-","Burdon and (1986); Mitchell (1978); Royal Botanic Gardens Sydney (2008)","-"
"State of New South Wales","-33","146","Widespread","-","Introduced","-","-","Ripper Madin (1984)","-"
"State of South Australia","-30","135","Present","-","Introduced","-","-","Royal Botanic Gardens Sydney (2008)","-"
"State of Tasmania","-42","147","Widespread","-","Introduced","-","-","Sculthorpe (1971)","-"
"State of Victoria","-37","145","Widespread","-","Introduced","-","-","Sculthorpe (1971)","-"
"New Zealand","-42","174","Widespread","-","Introduced","-","-","Coffey and Clayton (1987); Forsyth and Howard-Williams (1983)","-"
"Argentina","-34","-64","Present","-","Introduced","-","-","Holm et al. (1979)","-"
"Chile","-30","-71","Present","-","Introduced","-","-","Missouri Botanical Garden (2008)","-"
"Ecuador","-2","-77.5","Present","-","Introduced","-","-","Missouri Botanical Garden (2008)","-"
