<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"New Jersey","40.16706","-74.49987","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"New York","43.00035","-75.4999","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"North Carolina","35.50069","-80.00032","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Ohio","40.25034","-83.00018","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Oregon","44.00013","-120.50139","Widespread","-","Introduced","1880","Invasive","Isaacson (2000); Luken & Thieret, 1996","-"
"Pennsylvania","40.27245","-76.90567","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"South Carolina","34.00043","-81.00009","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Tennessee","35.75035","-86.25027","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Utah","39.25024","-111.75103","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Virginia","37.54812","-77.44675","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Washington","47.50012","-120.50147","Widespread","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"West Virginia","38.50038","-80.50009","Present","-","Introduced","-","Invasive","Luken & Thieret, 1996","-"
"Australia","-25","135","Present","-","-","-","-","-","Present based on regional distribution."
"State of New South Wales","-33","146","Present","-","Introduced","-","Invasive","Weeds of Australia (2016)","-"
"State of South Australia","-30","135","Present","-","Introduced","-","Invasive","Weeds of Australia (2016)","-"
"State of Tasmania","-42","147","Present","-","Introduced","-","Invasive","Weeds of Australia (2016)","-"
"State of Victoria","-37","145","Present","-","Introduced","-","Invasive","Weeds of Australia (2016)","-"
"State of Western Australia","-25","122","Present","-","Introduced","-","Invasive","Weeds of Australia (2016)","-"
"New Zealand","-42","174","Widespread","-","Introduced","1872","Invasive","Fowler and Syrett (2000); Webb et al. (1988)","-"
"Argentina","-34","-64","Present","-","Introduced","-","Invasive","IABIN (2015); Burkart (1952)","Cultivated and naturalized"
"Bolivia","-17","-65","Present","-","Introduced","-","-","Jørgensen et al. (2015)","-"
"Brazil","-10","-55","Present","-","Introduced","-","Invasive","Cordero et al. (2016)","Campos Sulinos grasslands, in the Campos de Cima da Serra, and in the Serra do Sudeste"
"Chile","-30","-71","Widespread","-","Introduced","-","Invasive","Holm et al. (1979); Belov (2013)","-"
