<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"Slovakia","48.66667","19.5","Present","-","Introduced","-","-","ILDIS (2007)","-"
"Spain","40","-4","Widespread","-","Native","-","Invasive","Holm et al. (1997); ILDIS (2007)","-"
"Sweden","62","15","Present","-","Introduced","-","-","ILDIS (2007)","-"
"Switzerland","47.00016","8.01427","Present","-","Native","-","No","ILDIS (2007); Wittenberg (2005); Zwölfer (1962)","-"
"United Kingdom","54","-2","Widespread","-","Native","-","Invasive","Holm et al. (1997); ILDIS (2007)","-"
"Ukraine","49","32","Present","-","Introduced","-","-","ILDIS (2007)","-"
"Canada","60.10867","-113.64258","Present","-","-","-","-","-","Present based on regional distribution."
"British Columbia","53.99983","-125.0032","Restricted distribution","-","Introduced","-","Invasive","Clements et al. (2001); ILDIS (2007)","-"
"United States","39.76","-98.5","Present","-","-","-","-","-","Present based on regional distribution."
"California","37.25022","-119.75126","Widespread","-","Introduced","-","Invasive","ILDIS (2007)","-"
"Hawaii","20.75028","-156.50028","Restricted distribution","-","Introduced","before 1910","Invasive","Holm et al. (1997); ILDIS (2007); Tulang (1992)","-"
"Massachusetts","42.36565","-71.10832","Present","-","Introduced","-","-","USDA-NRCS (2007)","-"
"Missouri","38.25031","-92.50046","Present","-","Introduced","-","No","Missouri Botanical Garden (2007)","-"
"New York","43.00035","-75.4999","Present","-","Introduced","-","-","USDA-NRCS (2007)","-"
"Oregon","44.00013","-120.50139","Restricted distribution","-","Introduced","-","Invasive","Clements et al., 1992; ILDIS (2007)","-"
"Pennsylvania","40.27245","-76.90567","Present","-","Introduced","-","-","USDA-NRCS (2007)","-"
"Virginia","37.54812","-77.44675","Present","-","Introduced","-","-","USDA-NRCS (2007)","-"
"Washington","47.50012","-120.50147","Restricted distribution","-","Introduced","-","Invasive","Clements et al., 1992; ILDIS (2007)","-"
"West Virginia","38.50038","-80.50009","Present","-","Introduced","-","-","USDA-NRCS (2007)","-"
"Australia","-25","135","Present","-","Introduced","1845","Invasive","Richardson and Hill (1998)","-"
"State of New South Wales","-33","146","Restricted distribution","-","Introduced","-","Invasive","ILDIS (2007)","-"
"State of Queensland","-20","145","Present","-","Introduced","-","Invasive","ILDIS (2007)","-"
"State of South Australia","-30","135","Restricted distribution","-","Introduced","-","-","ILDIS (2007)","-"
"State of Tasmania","-42","147","Widespread","-","Introduced","-","Invasive","ILDIS (2007)","-"
"State of Victoria","-37","145","Restricted distribution","-","Introduced","-","Invasive","ILDIS (2007)","-"
"State of Western Australia","-25","122","Present","-","Introduced","-","-","ILDIS (2007)","-"
"New Zealand","-42","174","Widespread","-","Introduced","1867","Invasive","Holm et al. (1997)","-"
"Papua New Guinea","-6","147","Present","-","Introduced","-","-","Holm et al. (1997)","-"
"Argentina","-34","-64","Present","-","Introduced","-","-","ILDIS (2007); IABIN (2014)","-"
"Bolivia","-17","-65","Present","-","Introduced","-","-","ILDIS (2007); Missouri Botanical Garden (2007)","-"
"Brazil","-10","-55","Restricted distribution","-","Introduced","-","Invasive","ILDIS (2007)","-"
"Chile","-30","-71","Present","-","Introduced","-","Invasive","ILDIS (2007)","-"
"Colombia","4","-72","Present","-","Introduced","-","-","IABIN (2014); ILDIS (2007); Missouri Botanical Garden (2007)","-"
"Ecuador","-2","-77.5","Present","-","Introduced","-","-","ILDIS (2007); Missouri Botanical Garden (2007)","-"
"Falkland Islands","-51.75","-59.16667","Present","-","Introduced","-","Invasive","ILDIS (2007)","-"
"Uruguay","-33","-56","Present","-","Introduced","-","-","ILDIS (2007); IABIN (2014)","-"
