<!--This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License (https://creativecommons.org/licenses/by-nc-sa/3.0/) The data presented in this file MAY NOT include all records shown on the datasheet. This occurs when we are unable to match a territory name to geographical coordinates in an authoritative manner.-->

Region,Latitude,Longitude,Extent,Last Reported,Origin,First Reported,Invasiveness,References,Notes
"Nigeria","10","8","Present","-","Native","-","Invasive","Clayton et al. (2013)","Weed in tree crops (Komolafe, 1976)"
"Reunion","-21.1","55.6","Present","-","Introduced","-","Invasive","USDA-ARS (2013)","-"
"Rodriguez Island","-19.700132","63.415517","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Rwanda","-2","30","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Saint Helena","-15.95","-5.7","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Senegal","14","-14","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Sierra Leone","8.5","-11.5","Present","-","Native","-","-","Clayton et al. (2013)","-"
"South Africa","-29","24","Present","-","Introduced","-","Invasive","Foxcroft et al. (2007)","-"
"Comunidad Autonoma de Canarias","28","-15.5","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Swaziland","-26.5","31.5","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Tanzania","-6","35","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Togo","8","1.16667","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Uganda","2","33","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Zambia","-15","30","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Zimbabwe","-19","29","Present","-","Native","-","-","Clayton et al. (2013)","-"
"Bangladesh","24","90","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Bhutan","27.5","90.5","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Cambodia","13","105","Present","-","Introduced","-","-","USDA-ARS (2013); Waterhouse (1993)","-"
"China","35","105","Present","-","-","-","-","-","Present based on regional distribution."
"India","20","77","Present","-","-","-","-","-","-"
"Union Territory of Andaman and Nicobar Islands","11.70065","92.67517","Present","-","-","-","-","-","-"
"State of Arunachal Pradesh","28","94.5","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Assam","26","93","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Himachal Pradesh","31","78","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Jammu and Kashmir","33.91667","76.66667","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Manipur","25","94","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Meghalaya","25.5","91.33333","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Nagaland","26","94.25","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Sikkim","27.75","88.5","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Tripura","24","92","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of Uttar Pradesh","27.25","80.75","Present","-","Introduced","-","Invasive","Khanna (2009)","-"
"State of Uttarakhand","30.25","79.25","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"State of West Bengal","24","88","Present","-","Introduced","-","Invasive","Chandra-Sekar (2012)","-"
"Indonesia","-5","120","Present","-","Introduced","-","Invasive","USDA-ARS (2013); Waterhouse (1993)","Weed (Holm et al., 1977)"
"Japan","35.68536","139.75309","Present","-","-","-","-","-","Present based on regional distribution."
"Ryukyu Islands","26.5","128","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Laos","18","105","Present","-","Introduced","-","-","Clayton et al. (2013); Waterhouse (1993)","-"
"Malaysia","2.5","112.5","Present","-","-","-","-","Waterhouse (1993)","-"
"Peninsular Malaysia","4","102","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","Weed (Holm et al., 1977)"
"Myanmar","22","98","Present","-","Introduced","-","-","Clayton et al. (2013)","Listed as agricultural weed (Randall, 2012)"
"Oman","21","57","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Philippines","12.38","123.45","Present","-","Introduced","-","Invasive","USDA-ARS (2013); Waterhouse (1993)","-"
"Saudi Arabia","25","45","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Singapore","1.36667","103.8","Present","-","Introduced","-","-","Chong et al. (2009); Waterhouse (1993)","-"
"Sri Lanka","7","81","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Taiwan","24","121","Present","-","Introduced","-","Invasive","Wu et al. (2004)","-"
"Thailand","15","100","Present","-","Introduced","-","Invasive","USDA-ARS (2013); Waterhouse (1993)","Weed (Holm et al., 1977)"
"Vietnam","16.16667","107.83333","Present","-","Introduced","-","Invasive","USDA-ARS (2013); Waterhouse (1993)","-"
"Antigua and Barbuda","17.05","-61.8","Widespread","-","Introduced","-","-","Broome et al. (2007)","-"
"Bahamas","24.636","-78.055","Widespread","-","Introduced","-","Invasive","Kairo et al. (2003)","-"
"Barbados","13.16667","-59.53333","Widespread","-","Introduced","-","-","Broome et al. (2007)","-"
"Belize","17.25","-88.75","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Cayman Islands","19.319","-81.24","Present","-","Introduced","-","-","Acevedo-Rodríguez and Strong (2012)","-"
"Costa Rica","10","-84","Present","-","Introduced","-","Invasive","Chacón and Saborío (2012)","-"
"Cuba","22","-79.5","Present","-","Introduced","-","Invasive","González-Torres et al. (2012)","-"
"Dominican Republic","19","-70.66667","Present","-","Introduced","-","-","Acevedo-Rodríguez and Strong (2012)","-"
"El Salvador","13.83333","-88.91667","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Grenada","12.11667","-61.66667","Widespread","-","Introduced","-","Invasive","Broome et al. (2007)","-"
"Guatemala","15.5","-90.25","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Haiti","19","-72.41667","Present","-","Introduced","-","-","Acevedo-Rodríguez and Strong (2012)","-"
"Honduras","15","-86.5","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Jamaica","18.25","-77.5","Present","-","Introduced","-","Invasive","Adams (1972)","-"
"Netherlands Antilles","12.209838","-68.262836","Present","-","Introduced","-","-","Acevedo-Rodríguez and Strong (2012)","Bonaire"
"Nicaragua","13","-85","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Panama","9","-80","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Puerto Rico","18.24829","-66.49989","Present","-","Introduced","-","Invasive","Kairo et al. (2003)","-"
"Saint Lucia","13.88333","-60.96667","Widespread","-","Introduced","-","-","Broome et al. (2007)","-"
"Cyprus","35","33","Present","-","Introduced","-","Invasive","DAISIE (2013)","-"
"Portugal","39.5","-8","Present","-","-","-","-","-","Present based on regional distribution."
"Regiao Autonoma da Madeira","32.66667","-16.75","Present","-","Introduced","-","Invasive","DAISIE (2013)","-"
"Spain","40","-4","Present","-","-","-","-","-","Present based on regional distribution."
"Mexico","23","-102","Present","-","Introduced","-","Invasive","Villaseñor and Espinosa-Garcia (2004)","-"
"United States","39.76","-98.5","Present","-","-","-","-","-","-"
"California","37.25022","-119.75126","Present","-","Introduced","1913","-","Clayton et al. (2013)","-"
"Florida","28.75054","-82.5001","Present","-","Introduced","1913","Invasive","Clayton et al. (2013)","Invasive category I"
"Hawaii","20.75028","-156.50028","Present","-","Introduced","-","Invasive","Wagner et al. (1999)","-"
"Texas","31.25044","-99.25061","Present","-","Introduced","1913","-","Clayton et al. (2013)","-"
"American Samoa","-14.3","-170.71","Present","-","Introduced","-","Invasive","Ragone and Lorence (2003)","-"
"Australia","-25","135","Present","-","-","-","-","-","Present based on regional distribution."
"State of New South Wales","-33","146","Present","-","Introduced","-","Invasive","Queensland Department of Primary Industries and Fisheries (2011)","-"
"State of Queensland","-20","145","Present","-","Introduced","-","Invasive","Queensland Department of Primary Industries and Fisheries (2011)","-"
"State of Western Australia","-25","122","Present","-","Introduced","-","Invasive","Queensland Department of Primary Industries and Fisheries (2011)","-"
"Cook Islands","-21.217","-159.787","Present","-","Introduced","-","Invasive","Space and Flynn (2002)","-"
"Fiji","-18","178","Present","-","Introduced","-","Invasive","Smith (1979)","-"
"French Polynesia","-15","-140","Present","-","Introduced","-","Invasive","Florence et al. (2011)","-"
"Guam","13.481","144.7315","Present","-","Introduced","-","Invasive","Meyer (2000)","-"
"Kiribati","1.851","-157.395","Present","-","Introduced","-","Invasive","Space and Imada (2004)","-"
"Marshall Islands","7.103","171.155","Present","-","Introduced","-","Invasive","Vander (2003)","-"
"New Caledonia","-21.5","165.5","Present","-","Introduced","-","Invasive","MacKee (1994)","-"
"New Zealand","-42","174","Present","-","Introduced","-","Invasive","Edgar and Connor (2000)","-"
"Niue","-19.03333","-169.86667","Present","-","Introduced","-","Invasive","Space et al. (2004)","-"
"Norfolk Island","-29.03333","167.95","Present","-","Introduced","-","Invasive","Queensland Department of Primary Industries and Fisheries (2011)","-"
"Northern Mariana Islands","15.214","145.756","Present","-","Introduced","-","Invasive","Fosberg et al. (1987)","-"
"Palau","7.503","134.621","Present","-","Introduced","-","Invasive","Space et al. (2009)","-"
"Papua New Guinea","-6","147","Present","-","Introduced","-","Invasive","Waterhouse (1997)","-"
"Samoa","-13.669","-172.253","Present","-","Introduced","-","Invasive","PIER (2013)","-"
"Solomon Islands","-8","159","Present","-","Introduced","-","Invasive","Shine et al. (2003)","-"
"Tokelau","-9.1454","-171.787","Present","-","Introduced","-","-","PIER (2013)","-"
"Vanuatu","-15.36","166.9","Present","-","Introduced","-","-","PIER (2013)","-"
"Wallis and Futuna Islands","-14.28694","-178.13083","Present","-","Introduced","-","Invasive","Meyer (2007)","-"
"Argentina","-34","-64","Present","-","Introduced","-","-","USDA-ARS (2013)","-"
"Bolivia","-17","-65","Present","-","Introduced","-","-","USDA-ARS (2013)","-"
"Brazil","-10","-55","Present","-","-","-","-","-","Present based on regional distribution."
"Amapa","1.85706","-50.84374","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Estado do Amazonas","-5","-63","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Ceara","-1.75","-44.83333","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Espirito Santo","-5.8","-42.96667","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Goias","-15.80277","-50.24132","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Maranhao","-7.76667","-36.11667","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Estado de Mato Grosso do Sul","-21","-55","Present","-","Introduced","-","Invasive","Forzza et al. (2012); Forzza et al. (2012)","-"
"Estado de Minas Gerais","-18","-44","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Parana","-7.81667","-39.68333","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Estado de Pernambuco","-8","-37","Present","-","Introduced","-","Invasive","I3N-Brasil (2013)","-"
"Estado do Rio de Janeiro","-22","-42.5","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Estado de Santa Catarina","-27","-50","Present","-","Introduced","-","Invasive","I3N-Brasil (2013)","-"
"Sao Paulo","-4.78333","-38.76667","Present","-","Introduced","-","Invasive","Forzza et al. (2012)","-"
"Chile","-30","-71","Present","-","-","-","-","-","Present based on regional distribution."
"Easter Island","-27.11667","-109.36667","Present","-","Introduced","-","Invasive","Meyer (2008)","-"
"Colombia","4","-72","Present","-","Introduced","-","Invasive","Clayton et al. (2013)","-"
"Ecuador","-2","-77.5","Present","-","Introduced","-","Invasive","USDA-ARS (2013)","-"
"Galapagos Islands","0","-90.5","Present","-","Introduced","-","Invasive","Charles Darwin Foundation (2008)","-"
"French Guiana","4","-53","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Guyana","5","-59","Present","-","Introduced","-","-","Clayton et al. (2013)","-"
"Paraguay","-22.99333","-57.99639","Present","-","Introduced","-","Invasive","USDA-ARS (2013)","-"
"Peru","-10","-76","Present","-","Introduced","-","Invasive","USDA-ARS (2013)","-"
"Suriname","4","-56","Present","-","Introduced","-","-","USDA-ARS (2013)","-"
"Uruguay","-33","-56","Present","-","Introduced","-","-","USDA-ARS (2013)","-"
"Venezuela","8","-66","Present","-","Introduced","-","-","USDA-ARS (2013)","-"
